rankedId,rankedDate,rankedRank
52537,2016-06-15,well placed
52537,2013-06-24,well placed
52539,2016-02-19,well placed
52539,2019-01-30,well placed
52541,2013-05-13,no rating
52541,2016-10-13,well placed
52543,2018-11-07,very well placed
52543,2015-10-28,well placed
52545,2016-03-22,needs further development
52545,2018-05-24,well placed
52546,2016-05-12,well placed
52546,2019-03-28,well placed
52548,2016-11-01,well placed
52548,2019-12-04,not well placed
52703,2018-01-15,no rating
52703,2014-12-19,no rating
52705,2019-01-10,no rating
52705,2014-12-19,no rating
52706,2014-12-17,no rating
52706,2019-01-25,no rating
52708,2014-12-08,no rating
52708,2018-01-23,no rating
52709,2016-11-02,no rating
52709,2020-01-13,no rating
52711,2013-11-01,no rating
52711,2016-02-15,no rating
52713,2017-08-01,no rating
52713,2014-04-29,no rating
52717,2014-11-13,no rating
52717,2018-01-23,no rating
52720,2016-06-22,no rating
52720,2013-05-23,no rating
52722,2017-08-07,no rating
52722,2014-02-22,no rating
52723,2016-07-01,no rating
52723,2017-07-19,no rating
52724,2014-12-02,no rating
52724,2017-12-22,no rating
52725,2017-09-05,no rating
52725,2014-06-18,no rating
52727,2016-02-15,no rating
52727,2018-04-27,no rating
52728,2014-02-04,no rating
52728,2017-03-14,no rating
52729,2019-12-18,no rating
52729,2016-08-23,no rating
52730,2016-05-20,no rating
52730,2019-06-28,no rating
52732,2014-12-03,no rating
52732,2017-11-28,no rating
52734,2014-11-17,no rating
52734,2018-04-24,no rating
52735,2016-06-23,no rating
52735,2019-06-26,no rating
52737,2013-10-25,no rating
52737,2016-08-29,no rating
52740,2017-11-20,no rating
52740,2014-11-26,no rating
52741,2017-05-08,no rating
52741,2016-03-24,no rating
52745,2017-05-16,no rating
52745,2014-03-28,no rating
52746,2019-04-16,no rating
52746,2016-02-18,no rating
52747,2009-06-18,no rating
52747,2014-02-27,no rating
52749,2016-04-05,no rating
52749,2019-06-13,no rating
52750,2019-06-28,no rating
52750,2016-05-31,no rating
52751,2016-04-12,no rating
52751,2019-04-15,no rating
52758,2017-07-17,no rating
52758,2015-06-29,no rating
52759,2015-06-26,no rating
52759,2018-06-26,no rating
52761,2016-09-06,no rating
52761,2015-06-10,no rating
52763,2017-04-24,no rating
52763,2019-11-27,no rating
52771,2019-04-01,no rating
52771,2018-01-18,no rating
52772,2019-03-11,no rating
52772,2015-06-30,no rating
52774,2016-05-02,no rating
52774,2019-05-27,no rating
52778,2017-05-17,no rating
52778,2016-04-22,no rating
52781,2017-03-10,no rating
52781,2014-02-22,no rating
52785,2016-08-15,no rating
52785,2013-05-23,no rating
52786,2019-01-16,no rating
52786,2015-12-18,no rating
52792,2014-06-09,no rating
52792,2017-09-26,no rating
52794,2013-05-01,no rating
52794,2017-07-24,no rating
52796,2019-05-08,no rating
52796,2016-02-15,no rating
52797,2018-06-28,no rating
52797,2015-06-30,no rating
55001,2016-10-11,well placed
55001,2013-10-21,well placed
55002,2014-04-09,well placed
55002,2017-06-23,well placed
55003,2015-02-13,well placed
55003,2018-02-20,well placed
55004,2015-02-02,well placed
55004,2011-09-07,no rating
55005,2018-07-16,well placed
55005,2015-07-28,well placed
55008,2016-03-16,well placed
55008,2019-02-25,well placed
55011,2013-11-01,well placed
55011,2016-09-30,well placed
55012,2018-09-03,well placed
55012,2015-09-25,well placed
55014,2016-02-18,well placed
55014,2019-08-21,well placed
55015,2017-12-12,well placed
55015,2019-08-26,well placed
55017,2016-02-03,well placed
55017,2014-02-27,needs further development
55023,2014-02-12,well placed
55023,2018-01-29,needs further development
55024,2016-02-03,well placed
55024,2019-08-26,well placed
55026,2016-02-03,well placed
55026,2019-08-13,well placed
55028,2019-08-13,well placed
55028,2016-02-18,well placed
55032,2012-09-04,no rating
55032,2016-07-28,well placed
55035,2013-05-15,no rating
55035,2016-02-23,very well placed
55036,2015-11-05,well placed
55036,2012-11-30,no rating
55037,2014-05-14,well placed
55037,2018-05-14,well placed
55043,2019-04-12,well placed
55043,2016-08-29,well placed
55044,2014-02-18,well placed
55044,2017-05-18,well placed
55045,2018-06-12,well placed
55045,2014-06-13,very well placed
55047,2018-06-19,well placed
55047,2014-08-26,well placed
55048,2018-02-12,needs further development
55048,2014-12-12,well placed
55049,2018-03-20,well placed
55049,2016-03-21,needs further development
55050,2017-03-09,well placed
55050,2014-01-14,well placed
55051,2014-10-09,well placed
55051,2018-02-16,well placed
55053,2018-07-11,well placed
55053,2016-03-17,needs further development
55054,2014-02-05,well placed
55054,2016-11-30,well placed
55056,2016-05-17,well placed
55056,2014-01-28,not well placed
55057,2019-09-13,well placed
55057,2016-11-17,well placed
55058,2014-02-26,not well placed
55058,2016-05-31,well placed
55059,2019-09-13,well placed
55059,2016-03-17,well placed
55060,2019-08-13,well placed
55060,2016-11-25,well placed
55061,2016-12-01,well placed
55061,2019-09-13,needs further development
55063,2019-08-12,well placed
55063,2016-11-22,well placed
55066,2016-12-06,well placed
55066,2019-08-21,well placed
55070,2016-01-14,well placed
55070,2019-07-25,well placed
55071,2016-01-14,well placed
55071,2019-07-25,well placed
55074,2019-08-08,well placed
55074,2016-01-14,well placed
55077,2013-08-01,well placed
55077,2017-12-07,well placed
55078,2017-03-02,not well placed
55078,2019-03-07,well placed
55087,2017-10-27,needs further development
55087,2019-11-27,no rating
55089,2018-08-03,well placed
55089,2015-10-10,well placed
55092,2019-01-11,well placed
55092,2015-12-14,well placed
55093,2018-04-06,well placed
55093,2013-08-27,very well placed
55095,2019-10-11,well placed
55095,2015-05-11,well placed
55097,2016-05-19,no rating
55097,2019-06-25,no rating
55098,2012-06-22,no rating
55098,2015-09-25,no rating
55102,2018-11-13,no rating
55102,2015-03-31,no rating
55103,2017-04-04,no rating
55103,2014-06-19,no rating
55104,2015-11-09,no rating
55104,2018-09-12,no rating
55106,2016-02-01,no rating
55106,2017-01-25,no rating
55107,2016-04-22,no rating
55107,2019-05-27,no rating
55110,2019-04-01,no rating
55110,2015-12-04,no rating
55111,2017-05-04,no rating
55111,2014-04-23,no rating
55112,2017-10-04,no rating
55112,2016-01-18,no rating
55115,2015-06-08,no rating
55115,2018-06-18,no rating
55117,2016-07-04,no rating
55117,2020-01-21,no rating
55118,2019-04-04,no rating
55118,2016-09-14,no rating
55119,2015-11-12,no rating
55119,2018-12-19,no rating
55120,2018-05-01,no rating
55120,2013-09-20,no rating
55121,2016-02-01,no rating
55121,2019-04-05,no rating
55123,2014-12-02,no rating
55123,2018-04-03,no rating
55127,2018-03-06,no rating
55127,2015-01-30,no rating
55130,2013-12-18,no rating
55130,2016-08-29,no rating
55131,2015-02-02,no rating
55131,2018-10-29,no rating
55137,2016-06-23,no rating
55137,2012-10-31,no rating
55138,2016-06-21,no rating
55138,2019-06-25,no rating
55145,2013-11-01,no rating
55145,2016-09-06,no rating
55146,2018-06-29,no rating
55147,2016-11-02,no rating
55147,2013-08-23,no rating
55148,2017-01-20,no rating
55148,2014-02-27,no rating
55149,2016-09-22,no rating
55149,2013-08-23,no rating
55151,2018-05-28,no rating
55151,2015-01-30,no rating
55152,2015-09-24,no rating
55152,2017-11-28,no rating
55153,2013-12-17,no rating
55153,2016-09-22,no rating
55155,2016-06-23,no rating
55155,2012-11-30,no rating
55159,2014-12-05,no rating
55159,2018-04-10,no rating
55167,2017-11-21,no rating
55167,2014-08-28,no rating
55170,2016-04-13,no rating
55170,2019-11-18,no rating
55173,2015-09-08,no rating
55173,2019-03-19,no rating
55174,2016-09-08,no rating
55174,2019-01-18,no rating
55176,2014-12-03,no rating
55176,2018-04-10,no rating
55179,2018-05-04,no rating
55179,2014-04-30,no rating
55180,2019-02-07,well placed
55180,2016-11-16,not well placed
55181,2015-08-14,no rating
55181,2019-04-18,no rating
55182,2018-05-21,no rating
55182,2015-03-26,no rating
55185,2013-08-23,no rating
55185,2016-08-29,no rating
55190,2014-02-04,no rating
55190,2017-01-20,no rating
55195,2016-11-11,well placed
55197,2014-02-07,no rating
55197,2016-12-22,no rating
55198,2015-03-16,no rating
55198,2018-09-18,no rating
55199,2015-09-02,no rating
55199,2018-11-16,no rating
55200,2015-12-01,no rating
55200,2019-01-22,no rating
55203,2016-04-15,no rating
55203,2013-03-28,no rating
55206,2015-11-03,no rating
55206,2018-12-20,no rating
55208,2014-11-14,no rating
55208,2018-01-23,no rating
55210,2014-12-15,no rating
55210,2019-04-18,no rating
55211,2018-05-07,no rating
55211,2015-01-27,no rating
55213,2018-11-07,no rating
55213,2015-09-15,no rating
55214,2018-11-07,no rating
55214,2015-09-15,no rating
55215,2017-02-21,well placed
55215,2014-02-26,well placed
55216,2018-05-07,well placed
55216,2014-09-11,well placed
55217,2014-03-14,well placed
55217,2017-06-26,well placed
55223,2017-11-13,no rating
55223,2014-11-21,no rating
55224,2018-05-15,well placed
55224,2014-06-26,well placed
55226,2018-08-17,no rating
55226,2015-06-29,no rating
55233,2014-06-04,no rating
55233,2018-06-29,no rating
55234,2020-01-16,no rating
55234,2016-08-25,no rating
55238,2015-11-20,no rating
55238,2018-10-30,no rating
55239,2017-03-23,no rating
55239,2014-03-28,no rating
55240,2019-08-05,no rating
55240,2016-05-06,no rating
55250,2016-10-18,well placed
55250,2013-01-31,no rating
55254,2017-02-20,well placed
55254,2014-02-26,well placed
55255,2013-10-14,no rating
55255,2018-09-17,no rating
55256,2015-11-12,no rating
55256,2018-12-21,no rating
55257,2014-11-27,no rating
55257,2017-11-28,no rating
55258,2015-06-24,no rating
55258,2018-07-24,no rating
55260,2018-10-02,no rating
55260,2015-03-27,no rating
55261,2015-10-16,no rating
55261,2018-11-19,no rating
55267,2014-02-07,no rating
55267,2017-05-22,no rating
55269,2018-12-18,no rating
55269,2013-04-19,no rating
55270,2018-05-09,well placed
55271,2018-12-10,well placed
55271,2015-01-22,well placed
55272,2016-11-04,well placed
55272,2013-07-25,well placed
55273,2014-12-17,well placed
55273,2018-02-27,well placed
55274,2018-12-05,well placed
55274,2016-02-17,well placed
55275,2015-11-05,well placed
55275,2019-02-14,well placed
55280,2015-02-23,well placed
55280,2018-11-27,well placed
55285,2017-07-12,not well placed
55285,2019-05-14,needs further development
55294,2015-02-23,no rating
55294,2018-06-28,no rating
55296,2016-11-17,no rating
55296,2014-11-21,no rating
55305,2017-04-05,no rating
55305,2014-02-27,no rating
55307,2018-06-22,very well placed
55307,2014-07-28,well placed
55309,2019-04-01,no rating
55309,2018-05-24,not well placed
55312,2019-05-06,no rating
55312,2016-03-30,no rating
55316,2018-06-19,well placed
55316,2014-08-26,well placed
55318,2015-11-25,well placed
55318,2018-11-29,well placed
55319,2014-12-17,well placed
55319,2018-02-27,well placed
55321,2018-06-14,needs further development
55321,2014-07-15,well placed
55324,2018-05-15,well placed
55324,2015-05-26,well placed
55326,2015-04-07,no rating
55326,2018-06-25,no rating
55328,2014-09-16,well placed
55328,2018-05-24,very well placed
55329,2019-02-12,well placed
55329,2016-12-13,needs further development
55336,2018-06-20,no rating
55336,2015-05-25,no rating
55341,2015-02-05,needs further development
55341,2017-03-09,well placed
55342,2013-08-05,well placed
55342,2016-10-26,very well placed
55343,2012-10-02,no rating
55343,2017-03-31,well placed
55347,2019-05-06,no rating
55347,2016-03-29,no rating
55348,2014-02-07,very well placed
55348,2018-04-30,well placed
55349,2016-11-04,well placed
55349,2014-08-13,needs further development
55352,2014-08-05,well placed
55352,2018-02-20,well placed
55353,2017-11-01,well placed
55353,2014-11-04,well placed
55355,2018-06-06,well placed
55355,2015-07-20,well placed
55358,2016-11-09,no rating
55358,2013-12-18,no rating
55359,2014-05-15,well placed
55359,2017-06-30,very well placed
55360,2016-03-07,well placed
55360,2019-01-18,well placed
55362,2012-04-05,no rating
55362,2017-06-09,well placed
55363,2017-03-10,needs further development
55363,2019-02-12,well placed
55364,2018-02-01,well placed
55364,2015-10-27,needs further development
55365,2019-03-12,needs further development
55365,2016-01-14,well placed
55366,2016-03-08,needs further development
55366,2018-02-28,well placed
55367,2019-05-06,no rating
55367,2016-03-30,no rating
55371,2018-10-01,well placed
55371,2015-10-23,well placed
55372,2019-08-28,well placed
55372,2016-05-30,well placed
55374,2014-11-07,well placed
55374,2017-10-20,well placed
55378,2013-08-23,no rating
55378,2016-08-29,no rating
55379,2015-10-13,well placed
55379,2018-11-14,well placed
55382,2017-10-18,well placed
55382,2015-02-24,well placed
55383,2017-06-06,well placed
55383,2014-04-22,well placed
55384,2014-02-07,very well placed
55384,2018-04-30,well placed
55389,2016-05-12,needs further development
55389,2018-05-24,well placed
55390,2018-03-02,well placed
55390,2015-01-29,well placed
55391,2018-04-13,well placed
55391,2014-02-18,very well placed
55393,2016-05-03,well placed
55393,2019-08-23,well placed
55395,2015-04-27,well placed
55395,2019-03-19,well placed
55397,2014-03-26,well placed
55397,2017-11-28,well placed
55405,2017-06-13,well placed
55405,2014-04-30,well placed
55407,2016-11-01,well placed
55407,2014-08-19,needs further development
55410,2016-04-19,no rating
55410,2019-05-27,no rating
55412,2019-02-05,well placed
55412,2016-05-31,not well placed
55413,2016-01-15,well placed
55413,2018-12-18,well placed
55414,2011-06-01,no rating
55414,2015-03-09,well placed
55417,2018-11-14,well placed
55417,2016-11-29,needs further development
55419,2018-05-24,well placed
55419,2015-04-29,well placed
55420,2016-02-01,no rating
55420,2018-11-26,no rating
55421,2014-03-07,not well placed
55421,2016-04-11,well placed
55422,2015-09-03,not well placed
55422,2018-06-28,needs further development
55423,2011-06-01,no rating
55423,2017-11-02,well placed
55424,2016-06-02,well placed
55424,2020-01-21,well placed
55425,2016-06-02,well placed
55425,2020-01-22,well placed
55426,2014-05-07,well placed
55426,2019-10-11,well placed
55427,2015-05-08,well placed
55427,2019-10-11,well placed
55428,2016-06-21,well placed
55428,2013-08-30,well placed
55430,2016-02-03,well placed
55430,2019-02-19,well placed
55431,2019-03-07,no rating
55431,2015-06-26,no rating
55432,2015-11-16,no rating
55432,2012-05-30,no rating
55433,2015-10-27,well placed
55433,2018-10-30,needs further development
55434,2013-07-25,well placed
55434,2016-08-25,very well placed
55436,2018-12-18,well placed
55436,2015-12-23,well placed
55438,2013-08-07,well placed
55438,2017-01-17,well placed
55439,2014-02-07,very well placed
55439,2018-04-30,well placed
55441,2017-11-09,well placed
55442,2014-03-27,no rating
55442,2017-01-26,well placed
55443,2012-11-01,no rating
55443,2016-03-23,well placed
55445,2018-11-06,well placed
55445,2015-02-18,well placed
55446,2015-10-29,very well placed
55446,2019-09-17,very well placed
55447,2018-10-02,well placed
55447,2011-03-14,no rating
55449,2017-12-14,well placed
55449,2013-08-23,well placed
55454,2015-05-11,well placed
55454,2019-10-11,well placed
55455,2018-10-02,well placed
55455,2011-03-02,no rating
55456,2015-09-09,very well placed
55456,2019-09-23,not well placed
55459,2019-02-12,well placed
55459,2016-12-13,needs further development
55460,2018-10-25,well placed
55460,2015-05-26,well placed
55462,2018-04-10,no rating
55462,2014-06-19,no rating
55466,2011-06-01,no rating
55466,2015-08-27,well placed
55468,2015-05-12,well placed
55468,2019-10-14,well placed
55469,2011-02-28,no rating
55470,2011-06-01,no rating
55470,2015-05-28,well placed
55471,2018-02-20,needs further development
55471,2019-11-27,no rating
55474,2018-03-02,well placed
55474,2014-07-07,well placed
55475,2017-03-17,very well placed
55475,2014-03-26,well placed
55476,2019-01-11,well placed
55476,2015-12-10,well placed
55477,2016-06-01,well placed
55477,2020-01-21,well placed
55478,2018-12-10,well placed
55478,2014-11-19,well placed
55481,2015-03-20,well placed
55481,2018-11-27,well placed
55482,2011-06-01,no rating
55482,2015-05-26,well placed
55484,2014-08-13,well placed
55484,2017-09-19,well placed
55485,2013-10-16,well placed
55485,2016-11-21,well placed
55490,2014-02-05,very well placed
55490,2018-05-31,well placed
55492,2019-03-12,needs further development
55492,2016-02-15,well placed
55494,2017-01-12,needs further development
55494,2013-09-18,no rating
55496,2011-06-01,no rating
55497,2018-12-10,well placed
55497,2014-11-19,well placed
55505,2011-03-16,no rating
55505,2018-08-08,well placed
55509,2014-03-13,well placed
55509,2017-03-30,well placed
55513,2019-02-08,needs further development
55513,2017-02-01,not well placed
55514,2014-04-07,well placed
55514,2017-06-23,well placed
55517,2019-06-10,needs further development
55517,2016-04-27,well placed
55518,2019-01-29,well placed
55518,2016-03-15,well placed
60000,2015-07-06,well placed
60000,2018-05-17,well placed
60001,2012-03-04,no rating
60001,2014-12-15,well placed
60007,2015-01-13,well placed
60007,2018-07-24,well placed
60010,2018-07-24,well placed
60010,2014-11-28,well placed
60011,2013-06-17,no rating
60011,2016-05-18,well placed
60013,2016-06-02,well placed
60013,2013-06-17,no rating
60014,2016-06-24,well placed
60014,2013-08-29,well placed
60016,2013-06-17,no rating
60016,2016-05-18,well placed
60018,2016-05-06,well placed
60018,2013-06-17,no rating
60019,2013-06-17,no rating
60019,2016-06-21,well placed
60020,2016-04-14,well placed
60020,2013-06-18,no rating
60021,2016-06-03,well placed
60021,2013-08-29,well placed
60022,2013-06-17,no rating
60022,2016-06-23,well placed
60023,2013-09-09,well placed
60023,2016-05-23,well placed
60024,2016-05-20,well placed
60024,2013-09-23,well placed
60025,2016-05-09,well placed
60025,2013-06-17,no rating
60026,2018-09-21,well placed
60026,2016-06-24,needs further development
60027,2013-09-11,well placed
60027,2016-06-22,well placed
60029,2013-09-10,well placed
60029,2016-04-14,well placed
60029,2009-09-24,no rating
60031,2014-05-05,well placed
60031,2017-05-09,very well placed
60032,2014-05-13,well placed
60032,2017-05-29,very well placed
60034,2017-05-02,very well placed
60034,2014-05-30,well placed
60035,2014-06-09,well placed
60035,2017-04-19,very well placed
60036,2017-07-13,well placed
60036,2014-05-15,well placed
60037,2014-05-14,well placed
60037,2017-07-24,well placed
60040,2014-06-11,needs further development
60040,2017-07-13,well placed
60041,2017-05-09,well placed
60041,2014-04-30,well placed
60042,2017-06-27,well placed
60042,2014-04-30,well placed
60043,2014-05-06,well placed
60043,2017-05-12,very well placed
60044,2014-05-21,well placed
60044,2017-06-28,very well placed
60045,2014-05-06,well placed
60045,2017-05-16,well placed
60047,2014-06-05,well placed
60047,2017-05-29,very well placed
60048,2014-06-06,well placed
60048,2017-06-28,well placed
60049,2014-05-15,well placed
60049,2017-06-28,very well placed
60051,2014-06-05,well placed
60051,2017-06-30,very well placed
60053,2017-07-12,very well placed
60053,2014-04-30,well placed
60054,2017-05-19,very well placed
60054,2014-05-30,well placed
60055,2016-06-01,well placed
60055,2013-08-29,well placed
60060,2016-03-16,needs further development
60060,2018-04-27,well placed
60064,2017-10-06,well placed
60064,2014-08-27,well placed
60066,2015-05-01,well placed
60066,2018-07-10,well placed
60067,2016-02-23,well placed
60067,2019-01-30,very well placed
60068,2019-01-14,well placed
60068,2014-05-21,well placed
60069,2018-02-16,well placed
60069,2014-03-19,no rating
60070,2014-11-06,well placed
60070,2018-02-15,well placed
60071,2014-11-06,well placed
60071,2018-02-15,well placed
60072,2016-12-01,well placed
60072,2013-11-29,no rating
60073,2015-03-20,no rating
60073,2019-06-28,no rating
60078,2018-05-17,well placed
60078,2015-02-19,well placed
60079,2018-10-15,needs further development
60079,2015-09-25,well placed
60081,2016-11-03,well placed
60081,2019-10-18,well placed
60083,2015-02-03,well placed
60083,2018-02-28,well placed
60085,2018-02-12,not well placed
60085,2014-12-12,well placed
60086,2014-03-28,no rating
60086,2017-01-26,well placed
60087,2011-12-12,no rating
60087,2015-06-22,well placed
60088,2019-07-10,well placed
60088,2016-03-15,well placed
60090,2018-12-18,not well placed
60090,2015-10-15,well placed
60092,2018-05-07,well placed
60092,2015-03-31,well placed
60096,2017-05-09,well placed
60096,2014-02-26,well placed
60098,2016-06-02,well placed
60098,2013-01-24,no rating
60100,2019-03-13,well placed
60100,2016-04-13,well placed
60101,2016-01-14,well placed
60101,2018-12-18,well placed
60102,2017-05-17,well placed
60102,2014-04-30,well placed
60103,2016-04-05,very well placed
60103,2019-09-25,well placed
60105,2019-01-11,well placed
60105,2015-10-13,well placed
60108,2013-03-04,no rating
60108,2016-03-15,well placed
60109,2016-01-15,well placed
60109,2018-12-18,not well placed
60110,2013-08-07,very well placed
60110,2018-01-26,very well placed
60112,2019-01-10,well placed
60112,2016-02-03,well placed
60113,2016-02-03,very well placed
60113,2013-03-13,no rating
60114,2013-02-14,no rating
60114,2016-11-28,well placed
60117,2020-06-03,needs further development
60117,2017-03-09,well placed
60118,2011-08-11,no rating
60118,2014-07-15,well placed
60121,2013-08-12,no rating
60121,2016-08-19,well placed
60122,2016-03-04,well placed
60122,2019-02-18,needs further development
60162,2013-02-27,no rating
60162,2016-11-29,well placed
60163,2012-12-17,no rating
60163,2016-11-29,well placed
60165,2013-02-13,no rating
60165,2016-11-29,well placed
60168,2015-03-06,well placed
60168,2018-05-30,well placed
60169,2013-03-13,no rating
60169,2016-03-23,well placed
60170,2013-07-03,well placed
60170,2016-03-23,well placed
60171,2019-07-16,well placed
60171,2016-03-22,well placed
60178,2016-02-16,well placed
60178,2019-01-30,well placed
60182,2017-11-17,very well placed
60182,2014-03-19,very well placed
60185,2013-08-14,well placed
60185,2017-01-18,well placed
60188,2017-04-05,needs further development
60188,2019-02-25,well placed
60189,2019-04-09,well placed
60189,2015-04-23,very well placed
60190,2018-05-07,needs further development
60190,2015-04-17,well placed
60192,2015-03-02,well placed
60192,2018-02-27,very well placed
60196,2015-11-05,well placed
60196,2018-10-11,well placed
60197,2016-07-14,well placed
60197,2019-08-30,very well placed
60198,2016-04-27,well placed
60198,2019-05-29,needs further development
60199,2014-08-26,well placed
60199,2017-08-31,well placed
60200,2017-06-06,well placed
60200,2014-02-12,well placed
60202,2014-06-12,well placed
60202,2017-08-31,well placed
60203,2019-05-02,well placed
60203,2016-06-27,well placed
60205,2015-10-06,needs further development
60205,2019-02-19,not well placed
60206,2014-10-14,well placed
60206,2018-02-28,well placed
60212,2016-02-03,well placed
60212,2019-01-14,well placed
60213,2015-12-02,well placed
60213,2018-11-06,well placed
60215,2016-06-24,well placed
60215,2019-05-29,not well placed
60216,2015-10-22,well placed
60216,2018-10-30,well placed
60219,2014-09-24,well placed
60219,2017-09-27,very well placed
60220,2015-02-05,well placed
60220,2017-10-18,well placed
60221,2016-02-09,very well placed
60221,2013-03-12,no rating
60222,2015-11-11,well placed
60222,2018-11-14,well placed
60225,2014-06-11,well placed
60225,2018-02-15,well placed
60225,2011-04-20,no rating
60228,2018-10-11,well placed
60228,2015-06-24,well placed
60230,2014-02-18,no rating
60230,2017-02-20,well placed
60231,2012-03-08,no rating
60231,2016-06-09,well placed
60232,2019-02-27,well placed
60232,2016-02-29,well placed
60234,2014-07-10,well placed
60234,2018-02-28,well placed
60235,2018-11-23,well placed
60235,2015-11-27,well placed
60236,2015-07-10,well placed
60236,2018-05-22,needs further development
60237,2019-07-05,well placed
60237,2016-08-31,well placed
60238,2019-03-21,well placed
60238,2015-09-22,well placed
60239,2016-03-08,needs further development
60239,2017-07-18,not well placed
60240,2014-12-09,well placed
60240,2017-10-27,well placed
60241,2017-02-16,well placed
60241,2014-03-21,well placed
60245,2014-12-01,well placed
60245,2017-10-18,well placed
60246,2015-04-10,needs further development
60246,2017-03-14,well placed
60250,2017-03-06,well placed
60250,2015-04-23,needs further development
60253,2018-04-06,well placed
60253,2015-03-20,well placed
60255,2015-02-09,well placed
60255,2018-03-21,well placed
60257,2017-11-01,well placed
60257,2014-06-13,well placed
60259,2017-11-29,well placed
60259,2014-07-30,well placed
60260,2018-04-05,well placed
60260,2016-04-12,needs further development
60263,2018-03-05,needs further development
60263,2019-11-12,no rating
60264,2015-11-03,well placed
60264,2012-11-07,no rating
60265,2015-09-23,well placed
60265,2018-09-26,well placed
60267,2016-05-05,well placed
60267,2013-02-20,no rating
60270,2019-06-07,well placed
60270,2016-05-10,well placed
60272,2014-02-19,well placed
60272,2017-03-28,well placed
60274,2019-11-07,no rating
60274,2018-01-29,needs further development
60277,2015-06-04,very well placed
60277,2012-08-08,no rating
60278,2017-06-06,well placed
60278,2013-10-08,well placed
60280,2014-07-10,well placed
60280,2018-02-28,well placed
60283,2018-04-16,very well placed
60283,2014-04-30,well placed
60284,2016-02-01,well placed
60284,2019-02-05,well placed
60285,2017-06-09,well placed
60285,2013-06-14,no rating
60291,2013-07-03,well placed
60291,2016-06-10,well placed
60292,2017-02-09,well placed
60292,2014-02-26,well placed
60297,2014-09-11,well placed
60297,2017-09-29,needs further development
60301,2017-11-01,very well placed
60301,2014-12-09,well placed
60304,2016-06-09,well placed
60304,2013-05-16,no rating
60305,2015-08-12,well placed
60305,2018-06-19,well placed
60308,2018-02-27,well placed
60308,2014-02-25,well placed
60310,2019-07-10,well placed
60310,2016-03-16,well placed
60311,2014-03-13,well placed
60311,2017-05-30,well placed
60315,2018-06-07,well placed
60315,2016-04-29,needs further development
60316,2017-06-12,well placed
60316,2014-06-17,well placed
60326,2014-03-13,no rating
60326,2017-06-19,well placed
60327,2015-12-11,well placed
60327,2018-11-23,well placed
60328,2014-12-17,very well placed
60328,2019-03-06,needs further development
60329,2019-01-14,well placed
60329,2016-02-18,well placed
60331,2014-10-14,well placed
60331,2017-05-19,well placed
60332,2013-07-26,well placed
60332,2016-04-29,well placed
60333,2013-07-02,well placed
60333,2018-10-17,well placed
60334,2014-03-19,well placed
60334,2017-05-22,well placed
60338,2017-11-14,well placed
60338,2014-10-23,well placed
60340,2014-04-03,no rating
60340,2017-02-22,well placed
60343,2018-06-01,well placed
60343,2015-06-04,well placed
60345,2018-08-01,well placed
60345,2015-09-15,well placed
60346,2015-10-06,well placed
60346,2018-11-06,needs further development
60347,2018-02-01,well placed
60347,2014-07-08,well placed
60349,2012-10-05,no rating
60349,2015-09-15,well placed
60351,2017-02-10,well placed
60351,2014-03-14,well placed
60353,2015-05-19,well placed
60353,2018-05-31,well placed
60354,2014-04-04,well placed
60354,2017-06-23,very well placed
60355,2019-07-01,well placed
60355,2016-10-06,well placed
60356,2019-03-07,well placed
60356,2016-02-10,needs further development
60357,2018-11-15,needs further development
60357,2015-10-29,well placed
60362,2017-03-09,well placed
60362,2020-05-25,well placed
60366,2016-03-16,well placed
60366,2019-02-19,well placed
60368,2018-04-11,well placed
60368,2015-03-31,well placed
60369,2017-09-06,well placed
60369,2015-03-17,not well placed
60379,2014-02-05,very well placed
60379,2018-04-30,well placed
60381,2016-09-12,well placed
60381,2019-11-25,well placed
64002,2016-09-08,no rating
64002,2015-06-30,no rating
64003,2018-05-07,no rating
64003,2015-01-27,no rating
64005,2014-02-04,no rating
64005,2017-03-09,no rating
64008,2017-09-06,no rating
64008,2016-07-13,no rating
64009,2017-05-22,no rating
64009,2014-04-29,no rating
64012,2016-09-09,no rating
64012,2013-04-19,no rating
64015,2019-09-03,no rating
64015,2018-06-25,no rating
64018,2017-08-01,no rating
64018,2014-02-27,no rating
64020,2017-04-28,no rating
64020,2014-04-30,no rating
64021,2016-02-16,no rating
64021,2019-05-29,no rating
64026,2016-06-23,no rating
64026,2019-07-30,no rating
64027,2017-10-04,no rating
64027,2015-08-24,no rating
64029,2016-02-22,no rating
64029,2013-03-26,no rating
64030,2018-04-03,no rating
64030,2014-12-08,no rating
64031,2014-02-04,no rating
64031,2017-06-22,no rating
64033,2019-04-05,no rating
64033,2016-02-15,no rating
64034,2017-08-01,no rating
64034,2014-03-28,no rating
64035,2017-08-01,no rating
64035,2014-03-28,no rating
64036,2020-01-17,no rating
64036,2016-12-21,no rating
64037,2018-12-05,no rating
64037,2015-05-19,no rating
64039,2016-08-15,no rating
64039,2018-08-28,no rating
64040,2014-02-04,no rating
64040,2017-06-19,no rating
64044,2014-02-04,no rating
64044,2017-03-21,no rating
64046,2017-10-06,no rating
64046,2014-11-17,no rating
64047,2019-05-08,no rating
64047,2016-03-17,no rating
64048,2019-12-05,no rating
64048,2016-09-08,no rating
64052,2014-02-04,no rating
64052,2017-06-28,no rating
