,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Early Childhood Services Directory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A list of New Zealand Early Childhood Services including contact details, institution information, regional information and management contact details.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
^ Email addresses are only listed for Early Childhood Education services that agreed to have their email publicly released.  Persons or organisations wishing to send email material to individuals or organisations whose email addresses appear in this directory must comply with the requirements of the Unsolicited Electronic Messages Act 2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"*Other Ethnicity includes, Other, MELAA, Not Stated. In the case of Kohanga Reo services Other also includes Asian and European.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roll data as at 1 July 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Report data last updated on: 22 - June - 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Number,Name,Telephone,Fax No,Email^,Street,Suburb,Town / City,Institution Type,Definition,Authority,20 Hours ECE,Equity Index,Territorial Authority with Auckland Local Board,Regional Council,Education Region,General Electorate,Maori Electorate,Census Area Unit,Ward,Management Contact Details,Management Location Address,Management Postal Address,Management Postal Suburb,Management Postal City,Management Contact Phone,Management Contact Fax,Community of Learning: ID,Community of Learning: Name,Longitude,Latitude,All Children,Under 2's,Age 0,Age 1,Age 2,Age 3,Age 4,Age 5,Total Roll,Maori,Pacific,Asian*,European Pakeha*,Other*
70309,Ashburton Baptist Preschool,03 308 2325,03 308 2325,vincent@ashburtonbaptistpreschool.co.nz,8 Eton Street,,Ashburton,Education and Care Service,Not Applicable,Community based,Yes,EQI 5+,Ashburton District,Canterbury Region,Canterbury/Chatham Islands,Rangitata,Te Tai Tonga,Hampstead,Ashburton Ward,Vincent Brierly,8 Eton Street & 310 Tancred Street,PO Box 446,,Ashburton 7700,03-3082325,,99043,Hakatere Kahui Ako,171.753233,-43.911077,69,13,2,11,15,24,21,0,73,5,5,4,58,1
70311,Phoenix Preschool,03 308 8461,,phoenixpreschool@xtra.co.nz,Walnut Avenue,,Ashburton,Education and Care Service,Not Applicable,Community based,Yes,EQI 5+,Ashburton District,Canterbury Region,Canterbury/Chatham Islands,Rangitata,Te Tai Tonga,Allenton East,Ashburton Ward,Angela Ross,Walnut Ave,P O Box 204,Ashburton,Ashburton 7740,,,99043,Hakatere Kahui Ako,171.750132,-43.892881,45,13,1,10,19,19,12,1,62,2,0,0,59,1
70321,Avonside Early Childhood Centre,03 389 8473,,office@avonsidekids.co.nz,43 Woodham Road,Avonside,Christchurch,Education and Care Service,Not Applicable,Community based,Yes,EQI 4,Christchurch City,Canterbury Region,Canterbury/Chatham Islands,Christchurch East,Te Tai Tonga,Avonside,Central Ward,Susan Downey,43 Woodham Road,43 Woodham Road,Avonside,Christchurch 8642,03-3898473,,99063,Tamai Community of Learning,172.66332,-43.524953,30,0,0,0,10,14,5,1,30,10,4,3,8,1
70329,Bishopdale Community  Preschool ,03 359 7606,,bishopdale.preschool@xtra.co.nz,85 Breens Road,Bishopdale,Christchurch,Education and Care Service,Not Applicable,Community based,Yes,EQI 5+,Christchurch City,Canterbury Region,Canterbury/Chatham Islands,Ilam,Te Tai Tonga,Harewood,Harewood Ward,Sarah Straver,,91 Breens Road,Bishopdale,Christchurch 8543,03-3597606,,99027,Waimairi-iri Community of Learning,172.577316,-43.487265,50,10,2,8,12,15,19,1,57,10,0,10,34,3
70331,Burnham Nursery and Preschool,03 347 6874,03 347 6874,bnpreschool@xtra.co.nz,3 Nursery Lane,Burnham Camp,Christchurch,Education and Care Service,Not Applicable,Community based,Yes,EQI 5+,Selwyn District,Canterbury Region,Canterbury/Chatham Islands,Selwyn,Te Tai Tonga,Burnham Military Camp,Ellesmere Ward,Priscilla Frew,,3 Nursery Lane,Burnham,Christchurch 7600,03-3476629,,99206,Nga Peka o Tauwharekakaho (Rolleston) Kahui Ako,172.313423,-43.612258,50,20,3,6,7,6,14,0,36,10,2,1,22,1
70332,BestStart Cashmere,03 332 8282,03 323 8077,cashmere@best-start.org,95 Colombo Street,Beckenham,Christchurch,Education and Care Service,Not Applicable,Privately owned,Yes,EQI 5+,Christchurch City,Canterbury Region,Canterbury/Chatham Islands,Port Hills,Te Tai Tonga,Somerfield,Cashmere Ward,Trish Keith,561 Great South Road,P O Box 276177,Manukau City,South Auckland 2241,03-3411096,,99177,Te Mana Raupo Community of Learning,172.636143,-43.56064,80,15,7,13,13,27,23,0,83,7,2,10,58,5
70333,Casa Dei Bambini Foundation School,03 385 7312,,admin@casadeibambini.school.nz,333 River Road,Richmond,Christchurch,Education and Care Service,Not Applicable,Community based,Yes,EQI 5+,Christchurch City,Canterbury Region,Canterbury/Chatham Islands,Christchurch East,Te Tai Tonga,Richmond North,Central Ward,Kathleen Gisho,333 River Road,P O Box 26048,North Avon,Christchurch 8148,03 3857312,,,,172.66363,-43.516891,27,0,0,0,16,17,18,2,53,8,1,8,34,2
70337,Creative Corner Early Learning Centre,03 688 8359,03 688 8352,creative.corner@xtra.co.nz,70 Cain Street,Parkside,Timaru,Education and Care Service,Not Applicable,Community based,Yes,EQI 5+,Timaru District,Canterbury Region,Canterbury/Chatham Islands,Rangitata,Te Tai Tonga,Parkside,Timaru Ward,Amy Pateman,,72 Cain Street,Parkside,Timaru 7190,03-6888359,,99178,South Timaru Community of Learning,171.244001,-44.405848,50,15,5,14,15,20,18,0,72,11,2,2,55,2
70338,BestStart Waltham Kindy,03 366 1339,03 366 1484,waltham.kindy@best-start.org,40 Shakespeare Road,Waltham,Christchurch,Education and Care Service,Not Applicable,Privately owned,Yes,EQI 4,Christchurch City,Canterbury Region,Canterbury/Chatham Islands,Christchurch Central,Te Tai Tonga,Waltham,Heathcote Ward,Trish Keith,561 Great South Road,P O Box 276177,Manukau City,South Auckland 2241,03-3411096,,,,172.649306,-43.546012,29,0,0,0,10,14,11,0,35,4,1,8,20,2
70339,The Champion Centre Tamariki Toiora,03 383 6867,03 383 6866,office@championcentre.org.nz,Burwood Hospital Burwood Road,Burwood,Christchurch,Education and Care Service,Early Intervention EC service,Community based,Yes,EQI 5+,Christchurch City,Canterbury Region,Canterbury/Chatham Islands,Christchurch East,Te Tai Tonga,Travis Wetland,Burwood Ward,Susan Foster-Cohen,Gate 3 Burwood Road,Private Bag 4708,,Christchurch 8140,03-3836867,03-3836866,,,172.682147,-43.480908,45,20,9,8,7,17,11,10,62,9,1,7,43,2
70341,Ara Early Learning Centre,03 940 8075,03 940 8349,robyn.ellen@ara.ac.nz,130 Madras Street,Christchurch Central,Christchurch,Education and Care Service,Not Applicable,Community based,Yes,EQI 5+,Christchurch City,Canterbury Region,Canterbury/Chatham Islands,Christchurch Central,Te Tai Tonga,Cathedral Square,Central Ward,Robyn Ellen,,P O Box 540,Christchurch Mail Centre,Christchurch 8140,03-9408075,03-9408349,99215,Te Taura Here o Otautahi Kahui Ako,172.642964,-43.538008,49,12,2,10,8,10,12,1,43,3,2,4,26,8
70342,Cherry's Early Learning Centre,03 332 4743,,cherry@cherrys.co.nz,45 Riverview Street,Beckenham,Christchurch,Education and Care Service,Not Applicable,Privately owned,Yes,EQI 5+,Christchurch City,Canterbury Region,Canterbury/Chatham Islands,Christchurch Central,Te Tai Tonga,Beckenham,Cashmere Ward,Cherry Howitt,59 Ashgrove Terrace,59 Ashgrove Terrace,Somerfield,Christchurch 8024,03-332 2210,,99177,Te Mana Raupo Community of Learning,172.641742,-43.567065,45,14,1,17,12,23,14,1,68,1,0,1,66,0
70345,Clandeboye Preschool,03 615 6636,,clandeboye.preschool@xtra.co.nz,14 Kotuku Place,,Temuka,Education and Care Service,Not Applicable,Community based,Yes,EQI 5+,Timaru District,Canterbury Region,Canterbury/Chatham Islands,Rangitata,Te Tai Tonga,Temuka,Pleasant Point-Temuka Ward,Sally Tayler,14 Kotuku Place,14 Kotuku Place RD 26,Temuka,Timaru 7986,03 6158771,03 6158702,99053,Ka Awa Whiria,171.289241,-44.238404,20,0,0,0,9,7,11,0,27,1,0,1,23,2
70347,Craighead  Kindergarten Incorporated,03 688 9654,03 688 9656,office@craigheadkindergarten.org.nz,11 Craighead Street,,Timaru,Education and Care Service,Not Applicable,Community based,Yes,EQI 5+,Timaru District,Canterbury Region,Canterbury/Chatham Islands,Rangitata,Te Tai Tonga,Highfield,Timaru Ward,Stephen Compton,,11 Craighead St,,Timaru 7910,03-6889654,,99174,North Timaru Community of Learning,171.224402,-44.389335,30,0,0,0,5,13,20,0,38,7,0,1,30,0
70350,Conductive Education Canterbury Inc,03 372 1399,03 372 1499,cecanterbury@xtra.co.nz,22 Brougham Street,Addington,Christchurch,Education and Care Service,Early Intervention EC service,Community based,Yes,EQI 5+,Christchurch City,Canterbury Region,Canterbury/Chatham Islands,Wigram,Te Tai Tonga,Spreydon,Spreydon Ward,Rebecca Courtney,22 Brougham Street,P O Box 9230,Addington,Christchurch 8243,03-3721399,03-3721499,,,172.618214,-43.547639,16,6,0,2,5,2,4,0,13,2,2,3,6,0
70351,Blueberries Nursery & Preschool,03 338 4470,03 338 4475,info@blueberrieschildcare.co.nz,29 Macaulay Street,Addington,Christchurch,Education and Care Service,Not Applicable,Privately owned,Yes,EQI 5+,Christchurch City,Canterbury Region,Canterbury/Chatham Islands,Wigram,Te Tai Tonga,Addington,Spreydon Ward,Yao  Tong,6 Protea Place,6 Protea Place,Wigram,Christchurch 8042,03-3180818,,99177,Te Mana Raupo Community of Learning,172.615325,-43.546221,60,10,,,,,,,,,,,,
70353,Educational Child Care Centre,03 385 3636,,eccc.inc@xtra.co.nz,96 Gayhurst Road,Dallington,Christchurch,Education and Care Service,Not Applicable,Community based,Yes,EQI 4,Christchurch City,Canterbury Region,Canterbury/Chatham Islands,Christchurch East,Te Tai Tonga,Dallington,Burwood Ward,Sarah Matenga,,96 Gayhurst Road,Christchurch,Christchurch 8061,03-385 3636,,,,172.67472,-43.51613,36,8,0,5,6,10,17,1,45,12,4,0,25,0
70355,Children First Pre School,03 324 3396,,Childrenfirstleeston@gmail.com,138 High Street,,Leeston,Education and Care Service,Not Applicable,Privately owned,Yes,EQI 5+,Selwyn District,Canterbury Region,Canterbury/Chatham Islands,Selwyn,Te Tai Tonga,Leeston,Ellesmere Ward,Lorraine Haffner,11 Gordon Street,11 Gordon Street,,Southbridge 7602,03-3242629,,99207,Nga Matapuna o te Waihora Kahui Ako,172.292716,-43.765027,50,0,0,0,5,20,19,0,44,8,2,1,32,1
70356,Elmwood Preschool Ltd,03 351 0520,,keaneeileen44@gmail.com,10 Wairakei Road,Bryndwr,Christchurch,Education and Care Service,Not Applicable,Privately owned,Yes,EQI 5+,Christchurch City,Canterbury Region,Canterbury/Chatham Islands,Ilam,Te Tai Tonga,Strowan,Fendalton Ward,Rowena Fletcher,,10 Wairakei Road,Christchurch,Christchurch 8052,03-3510520,,99027,Waimairi-iri Community of Learning,172.605006,-43.509481,26,7,1,4,10,7,8,0,30,3,0,0,24,2
70357,Fairleigh Kindergarten,03 355 4502,03 355 4507,admin.fairleigh@kindergarten.co.nz,27 A Garden Rd,Fendalton,Christchurch,Education and Care Service,Not Applicable,Community based,Yes,EQI 5+,Christchurch City,Canterbury Region,Canterbury/Chatham Islands,Ilam,Te Tai Tonga,Holmwood,Fendalton Ward,Rebecca Glithero,,27 A Garden Road,Christchurch,Christchurch 8014,03-355 4502,03-355 4507,,,172.611237,-43.518725,50,0,0,0,13,16,16,0,45,3,1,3,36,2
70358,Just Kids House,03 381 2141,,renee@celebrationcentre.com,129 Pages Road,Aranui,Christchurch,Education and Care Service,Not Applicable,Community based,Yes,EQI 3,Christchurch City,Canterbury Region,Canterbury/Chatham Islands,Christchurch East,Te Tai Tonga,Wainoni,Linwood Ward,Renee Watkinson,81 Bickerton Street,81 Bickerton Street,Wainoni,Christchurch 8061,03-373 8277,,99175,Otakaro Community of Learning,172.692738,-43.521791,21,4,1,2,7,7,6,1,24,14,0,0,10,0
70359,Geraldine Preschool Incorporated,03 693 9133,03 693 9133,geraldinepreschool@xtra.co.nz,6 High Street,,Geraldine,Education and Care Service,Not Applicable,Community based,Yes,EQI 5+,Timaru District,Canterbury Region,Canterbury/Chatham Islands,Waitaki,Te Tai Tonga,Geraldine,Geraldine Ward,Jolenne Sowden,,6 High Street,Geraldine,Geraldine 7930,03-6922899,,99053,Ka Awa Whiria,171.242612,-44.100775,75,15,3,22,27,24,16,0,92,10,0,4,74,4
70361,Forfar Nursery And Preschool,03 355 8512,03 355 8520,manager@forfarpreschool.org.nz,82 Forfar Street,St Albans,Christchurch,Education and Care Service,Not Applicable,Community based,Yes,EQI 5+,Christchurch City,Canterbury Region,Canterbury/Chatham Islands,Christchurch Central,Te Tai Tonga,Mairehau,Innes Ward,Melissa Pearce,,82 Forfar Street,Christchurch,Christchurch 8014,03-980 0200,,,,172.640907,-43.506649,47,15,5,13,18,18,17,0,71,6,1,2,62,0
70363,Hagley Community Preschool,03 364 5158,03 379 3134,pre.school@staff.hagley.school.nz,510 Hagley Avenue,Christchurch Central,Christchurch,Education and Care Service,Not Applicable,Community based,Yes,EQI 4,Christchurch City,Canterbury Region,Canterbury/Chatham Islands,Christchurch Central,Te Tai Tonga,Cathedral Square,Central Ward,Jocelyn Wright,Hagley Community College 510 Hagley Ave,P O Box 3084,Christchurch Central,Christchurch 8140,,,99215,Te Taura Here o Otautahi Kahui Ako,172.622745,-43.537239,42,15,0,5,9,13,8,1,36,3,2,13,10,8
70364,The Lighthouse Nursery And Preschool,03 322 8192,,office@thelighthousepreschool.co.nz,6 Balcairn Street,Halswell,Christchurch,Education and Care Service,Not Applicable,Community based,Yes,EQI 5+,Christchurch City,Canterbury Region,Canterbury/Chatham Islands,Port Hills,Te Tai Tonga,Oaklands East,Halswell Ward,Lisa Saunders,,P O Box 33048,Barrington,Christchurch 8244,03-3514415,,,,172.56641,-43.57447,50,14,3,13,15,24,23,5,83,8,4,35,29,7
70366,Hannah N Henry Early Childhood Centre,03 308 0223,,hannahnhenrys@yahoo.co.nz,27 Elizabeth Street,,Ashburton,Education and Care Service,Not Applicable,Privately owned,Yes,EQI 5+,Ashburton District,Canterbury Region,Canterbury/Chatham Islands,Rangitata,Te Tai Tonga,Ashburton Central West,Ashburton Ward,Louise Currie,,27 Elizabeth Street,Ashburton,Ashburton 7700,03-3081124,03-3080223,99043,Hakatere Kahui Ako,171.745002,-43.894471,30,10,0,9,10,9,8,0,36,4,1,4,27,0
70367,Hoon Hay Community Pre-School,03 338 8504,03 338 8504,hoonhaypreschool@xtra.co.nz,113 Mathers Road,Hoon Hay,Christchurch,Education and Care Service,Not Applicable,Community based,Yes,EQI 1,Christchurch City,Canterbury Region,Canterbury/Chatham Islands,Wigram,Te Tai Tonga,Hillmorton,Spreydon Ward,Jennifer Potter,113 Mathers Road,113 Mathers Road,Hoon Hay,Christchurch 8025,03-3388504,,,,172.590373,-43.563719,36,10,1,9,4,9,6,0,35,18,3,0,10,1
70368,Amberley Community Preschool,03 314 9147,03 314 9147,admin@amberleypreschool.co.nz,3 Douglas Road,,Amberley,Education and Care Service,Not Applicable,Community based,Yes,EQI 5+,Hurunui District,Canterbury Region,Canterbury/Chatham Islands,Kaikoura,Te Tai Tonga,Amberley,Amberley Ward,Kelly Scanlan,3 Douglas Road,3 Douglas Road,,Amberley 7410,03-3149147,,99077,Puketeraki Community of Learning,172.729097,-43.154597,50,10,4,8,17,12,12,0,53,13,0,1,38,0
70371,Springs Community Early Learning Centre ,03 343 5501,03 343 5601,office@springsearlylearning.co.nz,10A Weaver Place,Sockburn,Christchurch,Education and Care Service,Not Applicable,Community based,Yes,EQI 4,Christchurch City,Canterbury Region,Canterbury/Chatham Islands,Wigram,Te Tai Tonga,Sockburn,Hornby Ward,Susan Hines,10a Weaver Place,P O Box 11093,Sockburn,Christchurch 8443,03-3488293,,99176,Putaringamotu Kahui Ako,172.556252,-43.536468,35,14,1,5,12,8,4,3,33,15,3,2,12,1
70373,Huntsbury Preschool Inc,03 332 6001,,office@huntsbury-preschool.org.nz,30H Huntsbury Avenue,Huntsbury,Christchurch,Education and Care Service,Not Applicable,Community based,Yes,EQI 5+,Christchurch City,Canterbury Region,Canterbury/Chatham Islands,Port Hills,Te Tai Tonga,St Martins,Cashmere Ward,Alecia Jones,,P O Box 12136,Beckenham,Christchurch 8242,03-3858952,,99177,Te Mana Raupo Community of Learning,172.652017,-43.566414,30,0,0,0,14,6,15,1,36,10,1,0,24,1
70374,BestStart St Martins,03 332 1944,03 365 9705,,17 St Martins Road,St Martins,Christchurch,Education and Care Service,Not Applicable,Privately owned,Yes,EQI 5+,Christchurch City,Canterbury Region,Canterbury/Chatham Islands,Port Hills,Te Tai Tonga,St Martins,Cashmere Ward,Trish Keith,561 Great South Road,P O Box 276177,Manukau City,South Auckland 2241,03-3411096,,,,172.650249,-43.559697,40,15,2,10,10,11,10,0,43,7,2,1,30,3
70379,Kaiapoi Preschool,03 327 5566,03 327 5566,info@kaiapoipreschool.com,8 Tunas Street,,Kaiapoi,Education and Care Service,Not Applicable,Privately owned,Yes,EQI 5+,Waimakariri District,Canterbury Region,Canterbury/Chatham Islands,Waimakariri,Te Tai Tonga,Kaiapoi North West,Kaiapoi-Woodend Ward,Sue Fergusson,,8 Tunas Street,Kaiapoi,Christchurch 7630,03-327 5566,,,,172.6496,-43.37468,23,0,0,0,3,7,10,1,21,3,0,1,17,0
70381,Avonhead Montessori Preschool,03 342 5421,,avonheadpreschool@xtra.co.nz,188 - 190 Yaldhurst Road,Upper Riccarton,Christchurch,Education and Care Service,Not Applicable,Privately owned,Yes,EQI 5+,Christchurch City,Canterbury Region,Canterbury/Chatham Islands,Ilam,Te Tai Tonga,Avonhead,Waimairi Ward,Marissa Moore,658 Whangaparaoa Rd,P O Box 628,Stanmore Bay,Whangaparaoa 0943,022-0329173,,,,172.554488,-43.526253,65,12,1,1,19,26,28,4,79,4,0,54,19,1
70385,Cornerstone Christian Early Learning Centre Middleton,03 343 6941,,cornerstone.celc@vodafone.co.nz,69 Suva Street,Upper Riccarton,Christchurch,Education and Care Service,Not Applicable,Community based,Yes,EQI 5+,Christchurch City,Canterbury Region,Canterbury/Chatham Islands,Wigram,Te Tai Tonga,Wharenui,Riccarton Ward,Mark Larson,69 Suva Street,69 Suva Street,Upper Riccarton,Christchurch 8041,03-348 9826,03-348 8317,99173,Christian Education Network Community of Learning,172.575403,-43.535145,50,0,0,0,8,22,31,0,61,5,3,29,19,5
70389,Lincoln University Childcare and Preschool,03 329 6380,03 325 2664,Marilyn.montgomery@lincoln.ac.nz,79 Ellesmere Junction Road,,Lincoln,Education and Care Service,Not Applicable,Community based,Yes,EQI 5+,Selwyn District,Canterbury Region,Canterbury/Chatham Islands,Selwyn,Te Tai Tonga,Lincoln,Springs Ward,Marilyn Montgomery,79 Ellesmere Junction Road,P O Box 85090,,Lincoln 7647,03-3296380,,99113,Nga Matapuna o Nga Pakihi Community of Learning,172.460811,-43.643616,42,12,1,2,13,15,18,2,51,2,0,16,33,0
70391,Haven ELC,03 389 2483,03 389 2437,tracy@havenelc.school.nz,375 Worcester Street,Linwood,Christchurch,Education and Care Service,Not Applicable,Privately owned,Yes,EQI 3,Christchurch City,Canterbury Region,Canterbury/Chatham Islands,Christchurch Central,Te Tai Tonga,Linwood,Central Ward,Tracy Leigh,375 Worcester Street,375 Worcester Street,Linwood,Christchurch 8011,03-3892483,,99063,Tamai Community of Learning,172.655792,-43.53069,51,14,0,5,9,12,9,2,37,5,1,21,5,5
70395,New Beginnings Pre-School ,03 389 2367,03 389 2368,office@nbp.nz,136 Aldwins Road,Linwood,Christchurch,Education and Care Service,Not Applicable,Community based,Yes,EQI 2,Christchurch City,Canterbury Region,Canterbury/Chatham Islands,Port Hills,Te Tai Tonga,Woolston West,Linwood Ward,Carly McCall,,136 Aldwins Road,Linwood,Christchurch 8642,,,99063,Tamai Community of Learning,172.671436,-43.53545,36,6,1,6,14,13,15,1,50,8,10,5,23,4
70401,Darfield Preschool And Nursery,03 318 8836,03 318 8867,darfieldpreschool@xtra.co.nz,1d Cardale Street,,Darfield,Education and Care Service,Not Applicable,Community based,Yes,EQI 5+,Selwyn District,Canterbury Region,Canterbury/Chatham Islands,Selwyn,Te Tai Tonga,Darfield,Malvern Ward,Charlotte Butler,,1d Cardale Street,Darfield,Christchurch 7510,,,99008,Te Hu o Kakapotahi Kahui Ako (Malvern),172.114045,-43.493375,60,15,7,10,16,24,22,1,80,7,0,1,69,3
70403,BestStart Marchwiel,03 684 4450,03 684 4478,marchwiel@best-start.org,48 Andrew Street,,Timaru,Education and Care Service,Not Applicable,Privately owned,Yes,EQI 4,Timaru District,Canterbury Region,Canterbury/Chatham Islands,Rangitata,Te Tai Tonga,Marchwiel,Timaru Ward,Trish Keith,561 Great South Road,P O Box 276177,Manukau City,South Auckland 2241,03-3411096,,99174,North Timaru Community of Learning,171.233813,-44.378872,44,10,2,12,15,12,17,0,58,19,3,4,31,1
70405,BestStart Merivale,03 352 9930,,trish.keith@best-start.org,350 Papanui Road,Merivale,Christchurch,Education and Care Service,Not Applicable,Privately owned,Yes,EQI 5+,Christchurch City,Canterbury Region,Canterbury/Chatham Islands,Christchurch Central,Te Tai Tonga,Papanui,Papanui Ward,Trish Keith,561 Great South Road,P O Box 276177,Manukau City,South Auckland 2241,03-3411096,,,,172.615269,-43.504803,50,16,5,9,8,14,19,0,55,7,2,8,36,1
70407,Aratupu Preschool and Whanau Hub,03 352 6816,03 352 7214,aratupu@mmsi.org.nz,97 Harewood Road,Papanui,Christchurch,Education and Care Service,Not Applicable,Community based,Yes,EQI 3,Christchurch City,Canterbury Region,Canterbury/Chatham Islands,Ilam,Te Tai Tonga,Aorangi,Papanui Ward,Andrea Wilson-Tukaki,97 Harewood Road,97 Harewood Road,Papanui,Christchurch 8053,03-3603836,,99027,Waimairi-iri Community of Learning,172.601597,-43.494058,38,8,1,4,11,9,12,3,40,17,4,3,14,1
70409,Methven Pre-school Learning & Child Care Centre,03 302 8564,03 302 8564,methvenpre-school@xtra.co.nz,21 Southbelt Street,,Methven,Education and Care Service,Not Applicable,Community based,Yes,EQI 5+,Ashburton District,Canterbury Region,Canterbury/Chatham Islands,Rangitata,Te Tai Tonga,Methven,Western Ward,Sarah Carstens,,21 Southbelt,Methven,Ashburton 7730,,,99009,Opuke Community of Learning,171.643817,-43.636156,50,10,3,7,21,25,33,0,89,10,2,2,74,1
70411,Minnies Pre-School,03 355 7755,,office@minniespreschool.co.nz,25 Strowan Road,Bryndwr,Christchurch,Education and Care Service,Not Applicable,Privately owned,Yes,EQI 5+,Christchurch City,Canterbury Region,Canterbury/Chatham Islands,Ilam,Te Tai Tonga,Strowan,Fendalton Ward,Catherine Smits,658 Whangaparaoa Rd,P O Box 628,Stanmore Bay,Whangaparaoa 0943,03-3557733,,,,172.60824,-43.51228,40,12,0,11,13,10,7,1,42,4,0,5,32,1
70417,New Brighton Community Preschool & Nursery,03 388 7333,,newbrightonpreschool@xtra.co.nz,109 Beresford Street,New Brighton,Christchurch,Education and Care Service,Not Applicable,Community based,Yes,EQI 4,Christchurch City,Canterbury Region,Canterbury/Chatham Islands,Christchurch East,Te Tai Tonga,New Brighton,Coastal Ward,Paula Robinson,,109 Beresford Street,Christchurch,Christchurch 8061,03-3887 333,03-3887 366,,,172.723796,-43.509584,39,9,1,7,9,13,21,1,52,20,3,2,26,1
70419,North Beach Community Preschool Inc,03 388 1733,,nbccc@xtra.co.nz,150 Leaver Terrace,North Beach,Christchurch,Education and Care Service,Not Applicable,Community based,Yes,EQI 5+,Christchurch City,Canterbury Region,Canterbury/Chatham Islands,Christchurch East,Te Tai Tonga,North Beach,Coastal Ward,Rachael Vincent,,150a Leaver Terrace,North New Brighton,Christchurch 8083,03-3831784,,,,172.717762,-43.49626,45,10,4,10,16,14,19,1,64,21,2,3,34,3
70421,North Haven Child Care & Education Centre,03 684 3801,03 684 3876,northhaven@northhaven.co.nz,23 Arthur Street,,Timaru,Education and Care Service,Not Applicable,Community based,Yes,EQI 5+,Timaru District,Canterbury Region,Canterbury/Chatham Islands,Rangitata,Te Tai Tonga,Seaview,Timaru Ward,Sarah Anderson,34 Arthur Street,P O Box 280,Timaru,Timaru 7940,03-6843801,,99178,South Timaru Community of Learning,171.246994,-44.398326,50,15,4,14,19,20,9,0,66,11,1,3,46,3
70422,Oxford Early Learning Centre,03 312 4757,03 312 4757,oxfordearlylearning@xtra.co.nz,166 High Street,,Oxford,Education and Care Service,Not Applicable,Community based,Yes,EQI 5+,Waimakariri District,Canterbury Region,Canterbury/Chatham Islands,Waimakariri,Te Tai Tonga,Oxford,Oxford-Ohoka Ward,Justin Taylor,166 High Street,P O Box 22,,Oxford 7430,03-3124757,,99077,Puketeraki Community of Learning,172.197587,-43.293022,84,14,3,8,18,22,31,1,83,10,2,4,63,4
70423,BestStart Somerfield Kindy,03 332 0362,03 332 0941,somerfield.kindy@best-start.org,18 Cardiff Avenue,Somerfield,Christchurch,Education and Care Service,Not Applicable,Privately owned,Yes,EQI 5+,Christchurch City,Canterbury Region,Canterbury/Chatham Islands,Port Hills,Te Tai Tonga,Somerfield,Cashmere Ward,Trish Keith,561 Great South Road,P O Box 276177,Manukau City,South Auckland 2241,03-3411096,,99177,Te Mana Raupo Community of Learning,172.631649,-43.559066,30,0,0,0,8,12,15,1,36,3,1,4,24,2
70426,The Rabbit Patch Preschool,03 358 2549,,gail@rabbitpatch.co.nz,161 Greers Road,Burnside,Christchurch,Education and Care Service,Not Applicable,Privately owned,Yes,Not Applicable / Unknown,Christchurch City,Canterbury Region,Canterbury/Chatham Islands,Ilam,Te Tai Tonga,Wairarapa,Waimairi Ward,Gail Clarke,22 Saffron Street,22 Saffron Street,Burnside,Christchurch 8053,03-359 0196,03-359 0197,,,172.579994,-43.505936,75,15,4,13,22,18,17,1,75,7,2,17,47,2
70427,BestStart Papanui,03 352 3638,,trish.keith@best-start.org,79 Blighs Road,Papanui,Christchurch,Education and Care Service,Not Applicable,Privately owned,Yes,EQI 5+,Christchurch City,Canterbury Region,Canterbury/Chatham Islands,Ilam,Te Tai Tonga,Aorangi,Papanui Ward,Trish Keith,561 Great South Road,P O Box 276177,Manukau City,South Auckland 2241,03-3411096,,99027,Waimairi-iri Community of Learning,172.602135,-43.503236,40,9,0,9,9,13,14,0,45,10,1,3,28,2
70429,BestStart Pioneer,03 941 7686,03 941 8267,pioneer@best-start.org,75 Lyttelton Street,Spreydon,Christchurch,Education and Care Service,Not Applicable,Privately owned,Yes,EQI 5+,Christchurch City,Canterbury Region,Canterbury/Chatham Islands,Port Hills,Te Tai Tonga,Barrington South,Spreydon Ward,Trish Keith,561 Great South Road,P O Box 276177,Manukau City,South Auckland 2241,03-3411096,,,,172.614149,-43.565568,36,12,3,10,11,18,6,0,48,4,4,9,28,1
70430,Alpha Early Childhood Educational Centre,03 385 6319,,cartercmj@xtra.co.nz,45 A Randall Street,Richmond,Christchurch,Education and Care Service,Not Applicable,Privately owned,Yes,EQI 5+,Christchurch City,Canterbury Region,Canterbury/Chatham Islands,Christchurch East,Te Tai Tonga,Richmond North,Innes Ward,Christopher Carter,45 Randall Street,61 Birkdale Drive,Shirley,Christchurch 8061,03-3856916,,,,172.65949,-43.514965,35,15,2,8,10,6,5,0,31,3,0,11,17,0
